11680|19536|1168010100|서울특별시|강남구|역삼동|116803005086|언주로|0|423|0|GS 개나리주유소|06222|보안/위험시설|0|역삼2동|959615.117078|1944719.584995
11680|19534|1168010100|서울특별시|강남구|역삼동|116803005086|언주로|0|425|0|아레나빌딩|06222|문화/관광/레저시설|0|역삼2동|959617.963928|1944758.825221
11680|24862|1168010100|서울특별시|강남구|역삼동|116803005086|언주로|0|426|0|도곡지구대|06214|근린생활시설|0|역삼2동|959664.986016|1944770.219081
11680|17220|1168010100|서울특별시|강남구|역삼동|116803005086|언주로|0|427|0|디오빌역삼|06221|주택|0|역삼2동|959595.995155|1944791.476401
11680|20635|1168010100|서울특별시|강남구|역삼동|116803005086|언주로|0|428|0|아비스타 R and D센터|06210|업무시설|0|역삼2동|959650.11962|1944813.6943
11680|3716|1168010100|서울특별시|강남구|역삼동|116803005086|언주로|0|430|0|윤익빌딩|06210|업무시설|0|역삼2동|959640.447216|1944833.506133
11680|2965|1168010100|서울특별시|강남구|역삼동|116803005086|언주로|0|431|0|삼봉빌딩|06221|업무시설|0|역삼2동|959583.595004|1944846.624461
11680|3627|1168010100|서울특별시|강남구|역삼동|116803005086|언주로|0|432|0|IS타워|06210|업무시설|0|역삼2동|959634.219918|1944853.392684
11680|3632|1168010100|서울특별시|강남구|역삼동|116803005086|언주로|0|432|6|성보빌딩Ⅱ|06210|업무시설|0|역삼2동|959681.093728|1944847.609482
11680|19228|1168010100|서울특별시|강남구|역삼동|116803005086|언주로|0|432|8|다보빌딩|06210|업무시설|0|역삼2동|959690.399626|1944857.306542
11680|19229|1168010100|서울특별시|강남구|역삼동|116803005086|언주로|0|432|10|역삼오피스텔|06210|업무시설|0|역삼2동|959698.359744|1944865.440319
11680|19891|1168010100|서울특별시|강남구|역삼동|116803005086|언주로|0|506|0|역삼 아르누보씨티|06152|업무시설|0|역삼1동|959588.259524|1944993.124907
11680|1634|1168010100|서울특별시|강남구|역삼동|116803005086|언주로|0|508|0|공무원연금공단|06152|업무시설|0|역삼1동|959568.058951|1945061.605313
11680|1678|1168010100|서울특별시|강남구|역삼동|116803005086|언주로|0|510|0|효림빌딩|06147|근린생활시설|0|역삼1동|959541.414026|1945109.370623
11680|1677|1168010100|서울특별시|강남구|역삼동|116803005086|언주로|0|512|0||06147|근린생활시설|0|역삼1동|959536.28316|1945118.469406
11680|20723|1168010100|서울특별시|강남구|역삼동|116803005086|언주로|0|514|0||06147|의료시설|0|역삼1동|959528.978018|1945134.345174
